Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2009-10,12/01/2009,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2014,12/01/2013,8.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Winter 2016-17,12/01/2016,9.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),Winter 2011-12,12/01/2011,10.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Annual Average 2014,12/01/2013,9.5
Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Winter 2011-12,12/01/2011,26.2
Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2018,06/01/2018,15.0
Nitrogen dioxide (NO2),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,12/01/2012,19.5
Nitrogen dioxide (NO2),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2009,06/01/2009,20.4
Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),Annual Average 2013,12/01/2012,20.5
Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Annual Average 2017,01/01/2017,22.7
Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Annual Average 2021,01/01/2021,18.3
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Winter 2021-22,12/01/2021,16.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Winter 2009-10,12/01/2009,11.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Annual Average 2014,12/01/2013,9.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2018,06/01/2018,8.4
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,Summer 2017,06/01/2017,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Winter 2016-17,12/01/2016,8.6
Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average 2021,01/01/2021,19.2
Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Winter 2010-11,12/01/2010,27.6
Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Winter 2011-12,12/01/2011,24.2
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Winter 2009-10,12/01/2009,19.1
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Winter 2016-17,12/01/2016,18.7
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Summer 2018,06/01/2018,8.2
Ozone (O3),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Summer 2020,06/01/2020,32.1
Ozone (O3),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Summer 2018,06/01/2018,31.5
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,211.0,Williamsburg - Bushwick,2017-2019,01/01/2017,8.0
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,304.0,Upper West Side,2017-2019,01/01/2017,5.0
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,204.0,East New York,2017-2019,01/01/2017,9.0
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,5.0,Staten Island,2017-2019,01/01/2017,10.0
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,5.0,Staten Island,2005-2007,01/01/2005,17.5
Ozone (O3),Mean,ppb,UHF42,304.0,Upper West Side,Summer 2017,06/01/2017,25.6
Ozone (O3),Mean,ppb,UHF42,204.0,East New York,Summer 2017,06/01/2017,30.9
Ozone (O3),Mean,ppb,UHF42,204.0,East New York,Summer 2018,06/01/2018,31.7
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2017-2019,01/01/2017,34.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5.0,Staten Island,2012-2014,01/02/2012,26.2
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2009-2011,01/01/2009,11.7
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5.0,Staten Island,2009-2011,01/01/2009,6.8
Ozone (O3),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2020,06/01/2020,29.4
Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Winter 2019-20,12/01/2019,23.0
Ozone (O3),Mean,ppb,UHF42,304.0,Upper West Side,Summer 2020,06/01/2020,29.0
Ozone (O3),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2017,06/01/2017,29.3
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Summer 2017,06/01/2017,9.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2020,06/01/2020,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Winter 2009-10,12/01/2009,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,Winter 2014-15,12/01/2014,10.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Winter 2014-15,12/01/2014,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Summer 2009,06/01/2009,11.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2012,12/01/2011,9.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2022,06/01/2022,6.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Winter 2012-13,12/01/2012,11.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,10.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2015,06/01/2015,9.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,Summer 2015,06/01/2015,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Summer 2015,06/01/2015,9.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Summer 2019,06/01/2019,7.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Annual Average 2010,12/01/2009,11.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Winter 2012-13,12/01/2012,12.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2016,12/31/2015,7.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Summer 2012,06/01/2012,10.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),Summer 2020,06/01/2020,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2020,06/01/2020,8.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),Winter 2016-17,12/01/2016,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),Summer 2018,06/01/2018,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),Summer 2020,06/01/2020,7.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2014,12/01/2013,9.2
Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Winter 2011-12,12/01/2011,24.1
Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Winter 2016-17,12/01/2016,28.1
Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Winter 2011-12,12/01/2011,26.0
Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),Winter 2010-11,12/01/2010,25.5
Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),Summer 2009,06/01/2009,19.5
Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),Annual Average 2017,01/01/2017,17.3
Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Winter 2014-15,12/01/2014,25.3
Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Annual Average 2021,01/01/2021,15.8
Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Annual Average 2017,01/01/2017,26.6
Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Annual Average 2021,01/01/2021,22.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Winter 2009-10,12/01/2009,33.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),Winter 2016-17,12/01/2016,9.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),Summer 2017,06/01/2017,10.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),Summer 2020,06/01/2020,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2012,12/01/2011,9.9
Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Winter 2011-12,12/01/2011,21.8
Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,11.5
Nitrogen dioxide (NO2),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Winter 2011-12,12/01/2011,26.9
Nitrogen dioxide (NO2),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Annual Average 2014,12/01/2013,22.6
Nitrogen dioxide (NO2),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Summer 2020,06/01/2020,14.8
Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Annual Average 2013,12/01/2012,21.4
Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2009,06/01/2009,21.2
Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Winter 2014-15,12/01/2014,27.4
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Winter 2014-15,12/01/2014,30.2
Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Winter 2010-11,12/01/2010,32.3
Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Annual Average 2013,12/01/2012,22.9
Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2009,06/01/2009,22.7
Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Annual Average 2017,01/01/2017,21.2
Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Annual Average 2017,01/01/2017,20.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Winter 2016-17,12/01/2016,28.0
Ozone (O3),Mean,ppb,Borough,3.0,Manhattan,Summer 2020,06/01/2020,28.8
Ozone (O3),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,2-Year Summer Average 2009-2010,06/01/2009,24.0
Ozone (O3),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Summer 2018,06/01/2018,29.7
Ozone (O3),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9
Ozone (O3),Mean,ppb,UHF42,206.0,Borough Park,Summer 2018,06/01/2018,30.4
Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Winter 2016-17,12/01/2016,21.2
Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Annual Average 2014,12/01/2013,17.1
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2020,06/01/2020,16.2
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Annual Average 2014,12/01/2013,28.1
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2018,06/01/2018,21.5
Ozone (O3),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Summer 2018,06/01/2018,29.7
Ozone (O3),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2009,06/01/2009,29.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Winter 2015-16,12/01/2015,7.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2014,06/01/2014,8.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Summer 2014,06/01/2014,7.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Annual Average 2020,01/01/2020,5.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Annual Average 2011,12/01/2010,8.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Annual Average 2009,12/01/2008,8.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Annual Average 2021,01/01/2021,5.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2015,01/01/2015,7.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2020,01/01/2020,5.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Winter 2021-22,12/01/2021,6.0
Ozone (O3),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2015,06/01/2015,28.8
Ozone (O3),Mean,ppb,CD,111.0,East Harlem (CD11),Summer 2015,06/01/2015,29.6
Ozone (O3),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2019,06/01/2019,32.4
Ozone (O3),Mean,ppb,CD,111.0,East Harlem (CD11),Summer 2019,06/01/2019,27.5
Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Annual Average 2019,01/01/2019,16.4
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2019,01/01/2019,17.4
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2017-18,12/01/2017,25.8
Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2022,01/01/2022,14.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2018,01/01/2018,14.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Annual Average 2018,01/01/2018,10.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2012,06/01/2012,12.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Winter 2021-22,12/01/2021,19.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Winter 2021-22,12/01/2021,15.7
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Summer 2021,06/01/2021,4.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Winter 2015-16,12/01/2015,18.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Winter 2020-21,12/01/2020,21.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Winter 2020-21,12/01/2020,19.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,Summer 2017,06/01/2017,9.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Summer 2020,06/01/2020,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2018,06/01/2018,8.2
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Winter 2013-14,12/01/2013,22.7
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Annual Average 2019,01/01/2019,10.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Winter 2017-18,12/01/2017,14.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Annual Average 2014,12/01/2013,9.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,8.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Winter 2016-17,12/01/2016,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406.0,Fresh Meadows,Annual Average 2012,12/01/2011,8.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,Annual Average 2012,12/01/2011,9.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2022,06/01/2022,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406.0,Fresh Meadows,Winter 2012-13,12/01/2012,9.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406.0,Fresh Meadows,Winter 2019-20,12/01/2019,7.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,Summer 2015,06/01/2015,10.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,Summer 2019,06/01/2019,8.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Summer 2013,06/01/2013,13.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Summer 2017,06/01/2017,10.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2016-17,12/01/2016,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Winter 2009-10,12/01/2009,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Winter 2011-12,12/01/2011,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Summer 2017,06/01/2017,9.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2009-10,12/01/2009,12.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2011-12,12/01/2011,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Annual Average 2014,12/01/2013,10.1
Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2009-10,12/01/2009,29.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2020,06/01/2020,9.5
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2009,06/01/2009,26.8
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Winter 2010-11,12/01/2010,31.9
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Annual Average 2013,12/01/2012,24.0
Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Winter 2014-15,12/01/2014,35.0
Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Summer 2020,06/01/2020,19.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Annual Average 2014,12/01/2013,23.9
Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2016-17,12/01/2016,28.5
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2017,06/01/2017,18.2
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Winter 2016-17,12/01/2016,28.4
Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Winter 2009-10,12/01/2009,28.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Winter 2013-14,12/01/2013,25.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2022,01/01/2022,13.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Annual Average 2022,01/01/2022,11.4
Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Annual Average 2016,12/31/2015,22.1
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2012,06/01/2012,18.8
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,01/01/2018,19.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),Summer 2020,06/01/2020,7.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2014,12/01/2013,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Annual Average 2014,12/01/2013,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Summer 2018,06/01/2018,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2020,06/01/2020,7.2
Ozone (O3),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2010,06/01/2010,36.5
Ozone (O3),Mean,ppb,UHF34,410.0,Rockaways,Summer 2011,06/01/2011,39.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Summer 2014,06/01/2014,7.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Annual Average 2020,01/01/2020,10.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2015,01/01/2015,17.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2014,06/01/2014,11.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Winter 2019-20,12/01/2019,7.8
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,402.0,West Queens,2017-2019,01/01/2017,5.0
Ozone (O3),Mean,ppb,UHF42,402.0,West Queens,Summer 2017,06/01/2017,29.4
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2012-13,12/01/2012,27.1
Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Summer 2015,06/01/2015,13.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2012-13,12/01/2012,10.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2010,12/01/2009,9.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,Annual Average 2014,12/01/2013,9.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2017,06/01/2017,9.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2017,06/01/2017,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),Annual Average 2014,12/01/2013,8.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Summer 2020,06/01/2020,7.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),Summer 2018,06/01/2018,7.9
Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Winter 2014-15,12/01/2014,25.5
Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2014-15,12/01/2014,24.4
Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Winter 2011-12,12/01/2011,21.9
Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Winter 2016-17,12/01/2016,24.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Summer 2018,06/01/2018,11.7
Ozone (O3),Mean,ppb,UHF42,401.0,Long Island City - Astoria,2-Year Summer Average 2009-2010,06/01/2009,27.6
Ozone (O3),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Summer 2017,06/01/2017,29.1
Nitrogen dioxide (NO2),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2020,06/01/2020,10.1
Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Winter 2009-10,12/01/2009,25.8
Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Winter 2011-12,12/01/2011,25.5
Ozone (O3),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),2-Year Summer Average 2009-2010,06/01/2009,27.9
Ozone (O3),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2018,06/01/2018,31.5
Ozone (O3),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2017,06/01/2017,31.1
Ozone (O3),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2018,06/01/2018,31.1
Ozone (O3),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Summer 2009,06/01/2009,23.7
Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2009,06/01/2009,21.8
Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2022,06/01/2022,29.9
Ozone (O3),Mean,ppb,UHF42,201.0,Greenpoint,Summer 2022,06/01/2022,32.4
Nitrogen dioxide (NO2),Mean,ppb,UHF42,501.0,Port Richmond,Summer 2013,06/01/2013,15.0
